[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
1,117.75,{6},4,117.91666666666671,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",129.00000000000003,3
2,130.25,"{0, 6}",3,117.33333333333339,"{8, 3, 36}","{0, 3, 36, 6, 8}",138.5,3
3,135.25,"{0, 27, 6}",2,106.5,"{8, 36}","{0, 36, 6, 8, 27}",136.58333333333334,3
4,145.0,"{0, 27, 6, 7}",1,105.08333333333334,{36},"{0, 36, 6, 7, 27}",145.91666666666666,3
5,149.0,"{0, 6, 39, 7, 27}",0,103.75,set(),"{0, 7, 6, 39, 27}",149.0,3
0,106.39999999999993,set(),1,108.09999999999991,{36},{36},108.09999999999991,4
1,125.59999999999997,{6},0,106.39999999999993,set(),{6},125.59999999999997,4
0,106.39999999999993,set(),2,109.78333333333323,"{8, 36}","{8, 36}",109.78333333333323,4
1,125.59999999999997,{6},1,108.09999999999991,{36},"{36, 6}",126.94999999999995,4
2,141.20000000000002,"{0, 6}",0,106.39999999999993,set(),"{0, 6}",141.20000000000002,4
0,106.39999999999993,set(),3,119.73333333333328,"{8, 3, 36}","{8, 3, 36}",119.73333333333328,4
1,125.59999999999997,{6},2,109.78333333333323,"{8, 36}","{8, 36, 6}",127.99999999999994,4
2,141.20000000000002,"{0, 6}",1,108.09999999999991,{36},"{0, 36, 6}",142.1,4
3,146.40000000000003,"{0, 27, 6}",0,106.39999999999993,set(),"{0, 27, 6}",146.40000000000003,4
0,106.39999999999993,set(),4,120.39999999999993,"{8, 3, 36, 15}","{8, 3, 36, 15}",120.39999999999993,4
1,125.59999999999997,{6},3,119.73333333333328,"{8, 3, 36}","{8, 3, 36, 6}",135.31666666666666,4
2,141.20000000000002,"{0, 6}",2,109.78333333333323,"{8, 36}","{0, 8, 36, 6}",142.75,4
3,146.40000000000003,"{0, 27, 6}",1,108.09999999999991,{36},"{0, 27, 36, 6}",147.3,4
4,159.80000000000004,"{0, 27, 6, 7}",0,106.39999999999993,set(),"{0, 27, 6, 7}",159.80000000000004,4
0,106.39999999999993,set(),5,122.06666666666658,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",122.06666666666658,4
1,125.59999999999997,{6},4,120.39999999999993,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",135.88333333333333,4
2,141.20000000000002,"{0, 6}",3,119.73333333333328,"{8, 3, 36}","{0, 3, 36, 6, 8}",148.00000000000003,4
3,146.40000000000003,"{0, 27, 6}",2,109.78333333333323,"{8, 36}","{0, 36, 6, 8, 27}",147.95000000000002,4
4,159.80000000000004,"{0, 27, 6, 7}",1,108.09999999999991,{36},"{0, 36, 6, 7, 27}",160.64999999999998,4
5,164.4,"{0, 6, 39, 7, 27}",0,106.39999999999993,set(),"{0, 7, 6, 39, 27}",164.4,4
0,104.83333333333341,set(),1,106.36666666666673,{36},{36},106.36666666666673,5
1,127.00000000000003,{6},0,104.83333333333341,set(),{6},127.00000000000003,5
0,104.83333333333341,set(),2,108.05000000000011,"{8, 36}","{8, 36}",108.05000000000011,5
1,127.00000000000003,{6},1,106.36666666666673,{36},"{36, 6}",128.13333333333338,5
2,144.3333333333333,"{0, 6}",0,104.83333333333341,set(),"{0, 6}",144.3333333333333,5
0,104.83333333333341,set(),3,116.84999999999995,"{8, 3, 36}","{8, 3, 36}",116.84999999999995,5
1,127.00000000000003,{6},2,108.05000000000011,"{8, 36}","{8, 36, 6}",129.06666666666675,5
2,144.3333333333333,"{0, 6}",1,106.36666666666673,{36},"{0, 36, 6}",145.16666666666663,5
3,148.83333333333326,"{0, 27, 6}",0,104.83333333333341,set(),"{0, 27, 6}",148.83333333333326,5
0,104.83333333333341,set(),4,117.66666666666661,"{8, 3, 36, 15}","{8, 3, 36, 15}",117.66666666666661,5
1,127.00000000000003,{6},3,116.84999999999995,"{8, 3, 36}","{8, 3, 36, 6}",135.50000000000003,5
2,144.3333333333333,"{0, 6}",2,108.05000000000011,"{8, 36}","{0, 8, 36, 6}",145.71666666666664,5
3,148.83333333333326,"{0, 27, 6}",1,106.36666666666673,{36},"{0, 27, 36, 6}",149.6666666666666,5
4,162.99999999999991,"{0, 27, 6, 7}",0,104.83333333333341,set(),"{0, 27, 6, 7}",162.99999999999991,5
0,104.83333333333341,set(),5,119.04999999999993,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",119.04999999999993,5
1,127.00000000000003,{6},4,117.66666666666661,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",136.15,5
2,144.3333333333333,"{0, 6}",3,116.84999999999995,"{8, 3, 36}","{0, 3, 36, 6, 8}",150.08333333333334,5
3,148.83333333333326,"{0, 27, 6}",2,108.05000000000011,"{8, 36}","{0, 36, 6, 8, 27}",150.21666666666664,5
4,162.99999999999991,"{0, 27, 6, 7}",1,106.36666666666673,{36},"{0, 36, 6, 7, 27}",163.76666666666662,5
5,168.16666666666663,"{0, 6, 39, 7, 27}",0,104.83333333333341,set(),"{0, 7, 6, 39, 27}",168.16666666666663,5
0,107.28571428571425,set(),1,109.2380952380952,{36},{36},109.2380952380952,6
1,137.7142857142858,{6},0,107.28571428571425,set(),{6},137.7142857142858,6
0,107.28571428571425,set(),2,111.1714285714285,"{8, 36}","{8, 36}",111.1714285714285,6
1,137.7142857142858,{6},1,109.2380952380952,{36},"{36, 6}",139.2142857142858,6
2,155.00000000000003,"{0, 6}",0,107.28571428571425,set(),"{0, 6}",155.00000000000003,6
0,107.28571428571425,set(),3,119.65714285714282,"{8, 3, 36}","{8, 3, 36}",119.65714285714282,6
1,137.7142857142858,{6},2,111.1714285714285,"{8, 36}","{8, 36, 6}",140.35238095238103,6
2,155.00000000000003,"{0, 6}",1,109.2380952380952,{36},"{0, 36, 6}",156.11904761904762,6
3,159.7142857142857,"{0, 27, 6}",0,107.28571428571425,set(),"{0, 27, 6}",159.7142857142857,6
0,107.28571428571425,set(),4,120.38571428571424,"{8, 3, 36, 15}","{8, 3, 36, 15}",120.38571428571424,6
1,137.7142857142858,{6},3,119.65714285714282,"{8, 3, 36}","{8, 3, 36, 6}",146.0166666666667,6
2,155.00000000000003,"{0, 6}",2,111.1714285714285,"{8, 36}","{0, 8, 36, 6}",156.85714285714286,6
3,159.7142857142857,"{0, 27, 6}",1,109.2380952380952,{36},"{0, 27, 36, 6}",160.76190476190473,6
4,176.1428571428571,"{0, 27, 6, 7}",0,107.28571428571425,set(),"{0, 27, 6, 7}",176.1428571428571,6
0,107.28571428571425,set(),5,121.58571428571423,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",121.58571428571423,6
1,137.7142857142858,{6},4,120.38571428571424,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",146.50714285714287,6
2,155.00000000000003,"{0, 6}",3,119.65714285714282,"{8, 3, 36}","{0, 3, 36, 6, 8}",160.56904761904758,6
3,159.7142857142857,"{0, 27, 6}",2,111.1714285714285,"{8, 36}","{0, 36, 6, 8, 27}",161.49999999999997,6
4,176.1428571428571,"{0, 27, 6, 7}",1,109.2380952380952,{36},"{0, 36, 6, 7, 27}",176.92857142857144,6
5,180.28571428571428,"{0, 6, 39, 7, 27}",0,107.28571428571425,set(),"{0, 7, 6, 39, 27}",180.28571428571428,6
0,107.75,set(),1,109.98214285714285,{36},{36},109.98214285714285,7
1,142.5,{6},0,107.75,set(),{6},142.5,7
0,107.75,set(),2,112.02976190476188,"{8, 36}","{8, 36}",112.02976190476188,7
1,142.5,{6},1,109.98214285714285,{36},"{36, 6}",143.875,7
2,160.75,"{0, 6}",0,107.75,set(),"{0, 6}",160.75,7
0,107.75,set(),3,120.24642857142852,"{8, 3, 36}","{8, 3, 36}",120.24642857142852,7
1,142.5,{6},2,112.02976190476188,"{8, 36}","{8, 36, 6}",145.02380952380952,7
2,160.75,"{0, 6}",1,109.98214285714285,{36},"{0, 36, 6}",161.75,7
3,165.375,"{0, 27, 6}",0,107.75,set(),"{0, 27, 6}",165.375,7
0,107.75,set(),4,120.88333333333328,"{8, 3, 36, 15}","{8, 3, 36, 15}",120.88333333333328,7
1,142.5,{6},3,120.24642857142852,"{8, 3, 36}","{8, 3, 36, 6}",150.22857142857143,7
2,160.75,"{0, 6}",2,112.02976190476188,"{8, 36}","{0, 8, 36, 6}",162.5535714285714,7
3,165.375,"{0, 27, 6}",1,109.98214285714285,{36},"{0, 27, 36, 6}",166.375,7
4,179.625,"{0, 27, 6, 7}",0,107.75,set(),"{0, 27, 6, 7}",179.625,7
0,107.75,set(),5,122.10357142857136,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",122.10357142857136,7
1,142.5,{6},4,120.88333333333328,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",150.66904761904766,7
2,160.75,"{0, 6}",3,120.24642857142852,"{8, 3, 36}","{0, 3, 36, 6, 8}",165.94285714285715,7
3,165.375,"{0, 27, 6}",2,112.02976190476188,"{8, 36}","{0, 36, 6, 8, 27}",167.1785714285714,7
4,179.625,"{0, 27, 6, 7}",1,109.98214285714285,{36},"{0, 36, 6, 7, 27}",180.3571428571428,7
5,182.875,"{0, 6, 39, 7, 27}",0,107.75,set(),"{0, 7, 6, 39, 27}",182.875,7
0,108.8888888888889,set(),1,111.00000000000001,{36},{36},111.00000000000001,8
1,148.8888888888889,{6},0,108.8888888888889,set(),{6},148.8888888888889,8
0,108.8888888888889,set(),2,112.9384920634921,"{8, 36}","{8, 36}",112.9384920634921,8
1,148.8888888888889,{6},1,111.00000000000001,{36},"{36, 6}",150.1388888888889,8
2,167.11111111111123,"{0, 6}",0,108.8888888888889,set(),"{0, 6}",167.11111111111123,8
0,108.8888888888889,set(),3,120.86904761904766,"{8, 3, 36}","{8, 3, 36}",120.86904761904766,8
1,148.8888888888889,{6},2,112.9384920634921,"{8, 36}","{8, 36, 6}",151.04761904761907,8
2,167.11111111111123,"{0, 6}",1,111.00000000000001,{36},"{0, 36, 6}",167.98611111111117,8
3,172.1111111111112,"{0, 27, 6}",0,108.8888888888889,set(),"{0, 27, 6}",172.1111111111112,8
0,108.8888888888889,set(),4,121.49404761904768,"{8, 3, 36, 15}","{8, 3, 36, 15}",121.49404761904768,8
1,148.8888888888889,{6},3,120.86904761904766,"{8, 3, 36}","{8, 3, 36, 6}",155.12103174603175,8
2,167.11111111111123,"{0, 6}",2,112.9384920634921,"{8, 36}","{0, 8, 36, 6}",168.65277777777783,8
3,172.1111111111112,"{0, 27, 6}",1,111.00000000000001,{36},"{0, 27, 36, 6}",172.94444444444449,8
4,185.6666666666667,"{0, 27, 6, 7}",0,108.8888888888889,set(),"{0, 27, 6, 7}",185.6666666666667,8
0,108.8888888888889,set(),5,122.71825396825405,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",122.71825396825405,8
1,148.8888888888889,{6},4,121.49404761904768,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",155.57936507936506,8
2,167.11111111111123,"{0, 6}",3,120.86904761904766,"{8, 3, 36}","{0, 3, 36, 6, 8}",171.0079365079365,8
3,172.1111111111112,"{0, 27, 6}",2,112.9384920634921,"{8, 36}","{0, 36, 6, 8, 27}",173.55753968253975,8
4,185.6666666666667,"{0, 27, 6, 7}",1,111.00000000000001,{36},"{0, 36, 6, 7, 27}",186.15277777777783,8
5,187.77777777777783,"{0, 6, 39, 7, 27}",0,108.8888888888889,set(),"{0, 7, 6, 39, 27}",187.77777777777783,8
0,108.59999999999997,set(),1,110.58888888888883,{36},{36},110.58888888888883,9
1,153.0,{6},0,108.59999999999997,set(),{6},153.0,9
0,108.59999999999997,set(),2,112.5138888888888,"{8, 36}","{8, 36}",112.5138888888888,9
1,153.0,{6},1,110.58888888888883,{36},"{36, 6}",154.07777777777773,9
2,170.80000000000004,"{0, 6}",0,108.59999999999997,set(),"{0, 6}",170.80000000000004,9
0,108.59999999999997,set(),3,120.14722222222213,"{8, 3, 36}","{8, 3, 36}",120.14722222222213,9
1,153.0,{6},2,112.5138888888888,"{8, 36}","{8, 36, 6}",154.8805555555555,9
2,170.80000000000004,"{0, 6}",1,110.58888888888883,{36},"{0, 36, 6}",171.54444444444448,9
3,177.10000000000005,"{0, 27, 6}",0,108.59999999999997,set(),"{0, 27, 6}",177.10000000000005,9
0,108.59999999999997,set(),4,120.69999999999989,"{8, 3, 36, 15}","{8, 3, 36, 15}",120.69999999999989,9
1,153.0,{6},3,120.14722222222213,"{8, 3, 36}","{8, 3, 36, 6}",158.76428571428565,9
2,170.80000000000004,"{0, 6}",2,112.5138888888888,"{8, 36}","{0, 8, 36, 6}",172.14444444444447,9
3,177.10000000000005,"{0, 27, 6}",1,110.58888888888883,{36},"{0, 27, 36, 6}",177.81111111111113,9
4,189.5,"{0, 27, 6, 7}",0,108.59999999999997,set(),"{0, 27, 6, 7}",189.5,9
0,108.59999999999997,set(),5,122.02499999999989,"{3, 36, 8, 14, 15}","{3, 36, 8, 14, 15}",122.02499999999989,9
1,153.0,{6},4,120.69999999999989,"{8, 3, 36, 15}","{3, 36, 6, 8, 15}",159.12817460317453,9
2,170.80000000000004,"{0, 6}",3,120.14722222222213,"{8, 3, 36}","{0, 3, 36, 6, 8}",174.04484126984133,9
3,177.10000000000005,"{0, 27, 6}",2,112.5138888888888,"{8, 36}","{0, 36, 6, 8, 27}",178.32500000000005,9
4,189.5,"{0, 27, 6, 7}",1,110.58888888888883,{36},"{0, 36, 6, 7, 27}",189.84444444444443,9
5,192.5,"{0, 6, 39, 7, 27}",0,108.59999999999997,set(),"{0, 7, 6, 39, 27}",192.5,9
