[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
2,239.1829072887896,"{18, 5}",1,77.25618409202018,{14},"{18, 5, 14}",239.34371388415505,1
3,241.4329072887896,"{18, 3, 5}",0,75.29576431903851,set(),"{18, 3, 5}",241.4329072887896,1
0,75.29576431903851,set(),4,84.31707492100628,"{1, 23, 14, 25}","{1, 23, 14, 25}",84.31707492100628,1
1,128.0798453886319,{18},3,81.72427232027918,"{1, 14, 25}","{1, 18, 14, 25}",132.53017376008296,1
2,239.1829072887896,"{18, 5}",2,79.65832985272363,"{1, 14}","{1, 18, 5, 14}",240.24295565545563,1
3,241.4329072887896,"{18, 3, 5}",1,77.25618409202018,{14},"{18, 3, 5, 14}",241.59371388415505,1
4,267.9378427128427,"{9, 18, 3, 5}",0,75.29576431903851,set(),"{9, 18, 3, 5}",267.9378427128427,1
0,75.29576431903851,set(),5,87.63393469522146,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",87.63393469522146,1
1,128.0798453886319,{18},4,84.31707492100628,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",134.05600148127536,1
2,239.1829072887896,"{18, 5}",3,81.72427232027918,"{1, 14, 25}","{1, 18, 5, 25, 14}",240.3112096237096,1
3,241.4329072887896,"{18, 3, 5}",2,79.65832985272363,"{1, 14}","{1, 18, 3, 5, 14}",242.4929556554556,1
4,267.9378427128427,"{9, 18, 3, 5}",1,77.25618409202018,{14},"{18, 3, 5, 9, 14}",267.9469336219336,1
5,273.4,"{3, 5, 8, 9, 18}",0,75.29576431903851,set(),"{18, 3, 5, 8, 9}",273.4,1
0,77.2109162648666,set(),1,79.17222555754114,{14},{14},79.17222555754114,2
1,167.05577032453488,{18},0,77.2109162648666,set(),{18},167.05577032453488,2
0,77.2109162648666,set(),2,81.08100690989743,"{1, 14}","{1, 14}",81.08100690989743,2
1,167.05577032453488,{18},1,79.17222555754114,{14},"{18, 14}",167.9640915353192,2
2,278.69291896613873,"{18, 5}",0,77.2109162648666,set(),"{18, 5}",278.69291896613873,2
0,77.2109162648666,set(),3,83.13900995361122,"{1, 14, 25}","{1, 14, 25}",83.13900995361122,2
1,167.05577032453488,{18},2,81.08100690989743,"{1, 14}","{1, 18, 14}",169.12003265459478,2
2,278.69291896613873,"{18, 5}",1,79.17222555754114,{14},"{18, 5, 14}",278.70720468042447,2
3,281.66791896613876,"{18, 3, 5}",0,77.2109162648666,set(),"{18, 3, 5}",281.66791896613876,2
0,77.2109162648666,set(),4,85.32038041736838,"{1, 23, 14, 25}","{1, 23, 14, 25}",85.32038041736838,2
1,167.05577032453488,{18},3,83.13900995361122,"{1, 14, 25}","{1, 18, 14, 25}",170.04292162459123,2
2,278.69291896613873,"{18, 5}",2,81.08100690989743,"{1, 14}","{1, 18, 5, 14}",278.8777661064426,2
3,281.66791896613876,"{18, 3, 5}",1,79.17222555754114,{14},"{18, 3, 5, 14}",281.66791896613876,2
4,295.79090909090905,"{9, 18, 3, 5}",0,77.2109162648666,set(),"{9, 18, 3, 5}",295.79090909090905,2
0,77.2109162648666,set(),5,87.82230047496962,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",87.82230047496962,2
1,167.05577032453488,{18},4,85.32038041736838,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",170.89744257890789,2
2,278.69291896613873,"{18, 5}",3,83.13900995361122,"{1, 14, 25}","{1, 18, 5, 25, 14}",278.8929176215941,2
3,281.66791896613876,"{18, 3, 5}",2,81.08100690989743,"{1, 14}","{1, 18, 3, 5, 14}",281.83014705882357,2
4,295.79090909090905,"{9, 18, 3, 5}",1,79.17222555754114,{14},"{18, 3, 5, 9, 14}",295.79090909090905,2
5,297.43333333333334,"{3, 5, 8, 9, 18}",0,77.2109162648666,set(),"{18, 3, 5, 8, 9}",297.43333333333334,2
0,78.02051644710669,set(),1,79.87203481435942,{14},{14},79.87203481435942,3
1,202.65726289753786,{18},0,78.02051644710669,set(),{18},202.65726289753786,3
0,78.02051644710669,set(),2,81.93173885089956,"{1, 14}","{1, 14}",81.93173885089956,3
1,202.65726289753786,{18},1,79.87203481435942,{14},"{18, 14}",203.35854392805757,3
2,304.7923382173382,"{18, 5}",0,78.02051644710669,set(),"{18, 5}",304.7923382173382,3
0,78.02051644710669,set(),3,83.95421989379095,"{1, 14, 25}","{1, 14, 25}",83.95421989379095,3
1,202.65726289753786,{18},2,81.93173885089956,"{1, 14}","{1, 18, 14}",204.3520505588217,3
2,304.7923382173382,"{18, 5}",1,79.87203481435942,{14},"{18, 5, 14}",304.7923382173382,3
3,307.00067155067154,"{18, 3, 5}",0,78.02051644710669,set(),"{18, 3, 5}",307.00067155067154,3
0,78.02051644710669,set(),4,86.1184147118282,"{1, 23, 14, 25}","{1, 23, 14, 25}",86.1184147118282,3
1,202.65726289753786,{18},3,83.95421989379095,"{1, 14, 25}","{1, 18, 14, 25}",205.07514268404003,3
2,304.7923382173382,"{18, 5}",2,81.93173885089956,"{1, 14}","{1, 18, 5, 14}",305.0416666666667,3
3,307.00067155067154,"{18, 3, 5}",1,79.87203481435942,{14},"{18, 3, 5, 14}",307.00067155067154,3
4,310.8611111111111,"{9, 18, 3, 5}",0,78.02051644710669,set(),"{9, 18, 3, 5}",310.8611111111111,3
0,78.02051644710669,set(),5,88.52896612932223,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",88.52896612932223,3
1,202.65726289753786,{18},4,86.1184147118282,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",205.85319673336025,3
2,304.7923382173382,"{18, 5}",3,83.95421989379095,"{1, 14, 25}","{1, 18, 5, 25, 14}",305.05555555555554,3
3,307.00067155067154,"{18, 3, 5}",2,81.93173885089956,"{1, 14}","{1, 18, 3, 5, 14}",307.25,3
4,310.8611111111111,"{9, 18, 3, 5}",1,79.87203481435942,{14},"{18, 3, 5, 9, 14}",310.8611111111111,3
5,310.8611111111111,"{3, 5, 8, 9, 18}",0,78.02051644710669,set(),"{18, 3, 5, 8, 9}",310.8611111111111,3
0,79.04920389342386,set(),1,80.83132969627898,{14},{14},80.83132969627898,4
1,235.44777193879096,{18},0,79.04920389342386,set(),{18},235.44777193879096,4
0,79.04920389342386,set(),2,82.6923338923389,"{1, 14}","{1, 14}",82.6923338923389,4
1,235.44777193879096,{18},1,80.83132969627898,{14},"{18, 14}",235.95812327466277,4
2,313.2714285714286,"{18, 5}",0,79.04920389342386,set(),"{18, 5}",313.2714285714286,4
0,79.04920389342386,set(),3,84.64859941725497,"{1, 14, 25}","{1, 14, 25}",84.64859941725497,4
1,235.44777193879096,{18},2,82.6923338923389,"{1, 14}","{1, 18, 14}",236.56440588243342,4
2,313.2714285714286,"{18, 5}",1,80.83132969627898,{14},"{18, 5, 14}",313.2714285714286,4
3,315.72063492063495,"{18, 3, 5}",0,79.04920389342386,set(),"{18, 3, 5}",315.72063492063495,4
0,79.04920389342386,set(),4,86.74509812582065,"{1, 23, 14, 25}","{1, 23, 14, 25}",86.74509812582065,4
1,235.44777193879096,{18},3,84.64859941725497,"{1, 14, 25}","{1, 18, 14, 25}",237.12799241016856,4
2,313.2714285714286,"{18, 5}",2,82.6923338923389,"{1, 14}","{1, 18, 5, 14}",313.3107142857143,4
3,315.72063492063495,"{18, 3, 5}",1,80.83132969627898,{14},"{18, 3, 5, 14}",315.72063492063495,4
4,318.3095238095238,"{9, 18, 3, 5}",0,79.04920389342386,set(),"{9, 18, 3, 5}",318.3095238095238,4
0,79.04920389342386,set(),5,89.08023215669222,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",89.08023215669222,4
1,235.44777193879096,{18},4,86.74509812582065,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",237.75061774986708,4
2,313.2714285714286,"{18, 5}",3,84.64859941725497,"{1, 14, 25}","{1, 18, 5, 25, 14}",313.34404761904767,4
3,315.72063492063495,"{18, 3, 5}",2,82.6923338923389,"{1, 14}","{1, 18, 3, 5, 14}",315.75992063492066,4
4,318.3095238095238,"{9, 18, 3, 5}",1,80.83132969627898,{14},"{18, 3, 5, 9, 14}",318.3095238095238,4
5,319.14285714285717,"{3, 5, 8, 9, 18}",0,79.04920389342386,set(),"{18, 3, 5, 8, 9}",319.14285714285717,4
0,81.11245389086359,set(),1,82.87641677482146,{14},{14},82.87641677482146,5
1,265.6534471236852,{18},0,81.11245389086359,set(),{18},265.6534471236852,5
0,81.11245389086359,set(),2,84.69708475257526,"{1, 14}","{1, 14}",84.69708475257526,5
1,265.6534471236852,{18},1,82.87641677482146,{14},"{18, 14}",266.0240381987937,5
2,319.6269841269841,"{18, 5}",0,81.11245389086359,set(),"{18, 5}",319.6269841269841,5
0,81.11245389086359,set(),3,86.69428488410159,"{1, 14, 25}","{1, 14, 25}",86.69428488410159,5
1,265.6534471236852,{18},2,84.69708475257526,"{1, 14}","{1, 18, 14}",266.4138614526032,5
2,319.6269841269841,"{18, 5}",1,82.87641677482146,{14},"{18, 5, 14}",319.6433239962651,5
3,321.6349206349206,"{18, 3, 5}",0,81.11245389086359,set(),"{18, 3, 5}",321.6349206349206,5
0,81.11245389086359,set(),4,88.83714722990663,"{1, 23, 14, 25}","{1, 23, 14, 25}",88.83714722990663,5
1,265.6534471236852,{18},3,86.69428488410159,"{1, 14, 25}","{1, 18, 14, 25}",266.872926728213,5
2,319.6269841269841,"{18, 5}",2,84.69708475257526,"{1, 14}","{1, 18, 5, 14}",319.657212885154,5
3,321.6349206349206,"{18, 3, 5}",1,82.87641677482146,{14},"{18, 3, 5, 14}",321.6349206349206,5
4,323.3571428571429,"{9, 18, 3, 5}",0,81.11245389086359,set(),"{9, 18, 3, 5}",323.3571428571429,5
0,81.11245389086359,set(),5,91.03404229146042,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",91.03404229146042,5
1,265.6534471236852,{18},4,88.83714722990663,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",267.40286658067123,5
2,319.6269841269841,"{18, 5}",3,86.69428488410159,"{1, 14, 25}","{1, 18, 5, 25, 14}",319.657212885154,5
3,321.6349206349206,"{18, 3, 5}",2,84.69708475257526,"{1, 14}","{1, 18, 3, 5, 14}",321.6488095238095,5
4,323.3571428571429,"{9, 18, 3, 5}",1,82.87641677482146,{14},"{18, 3, 5, 9, 14}",323.3571428571429,5
5,324.0,"{3, 5, 8, 9, 18}",0,81.11245389086359,set(),"{18, 3, 5, 8, 9}",324.0,5
0,80.619938699188,set(),1,82.45630145103523,{14},{14},82.45630145103523,6
1,292.17592324442654,{18},0,80.619938699188,set(),{18},292.17592324442654,6
0,80.619938699188,set(),2,84.22442638305867,"{1, 14}","{1, 14}",84.22442638305867,6
1,292.17592324442654,{18},1,82.45630145103523,{14},"{18, 14}",292.47393332972865,6
2,325.125,"{18, 5}",0,80.619938699188,set(),"{18, 5}",325.125,6
0,80.619938699188,set(),3,86.10904986774418,"{1, 14, 25}","{1, 14, 25}",86.10904986774418,6
1,292.17592324442654,{18},2,84.22442638305867,"{1, 14}","{1, 18, 14}",292.6923121227887,6
2,325.125,"{18, 5}",1,82.45630145103523,{14},"{18, 5, 14}",325.125,6
3,325.125,"{18, 3, 5}",0,80.619938699188,set(),"{18, 3, 5}",325.125,6
0,80.619938699188,set(),4,88.1323676641822,"{1, 23, 14, 25}","{1, 23, 14, 25}",88.1323676641822,6
1,292.17592324442654,{18},3,86.10904986774418,"{1, 14, 25}","{1, 18, 14, 25}",292.899299608395,6
2,325.125,"{18, 5}",2,84.22442638305867,"{1, 14}","{1, 18, 5, 14}",325.125,6
3,325.125,"{18, 3, 5}",1,82.45630145103523,{14},"{18, 3, 5, 14}",325.125,6
4,325.125,"{9, 18, 3, 5}",0,80.619938699188,set(),"{9, 18, 3, 5}",325.125,6
0,80.619938699188,set(),5,90.24620611434452,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",90.24620611434452,6
1,292.17592324442654,{18},4,88.1323676641822,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",293.16619657049455,6
2,325.125,"{18, 5}",3,86.10904986774418,"{1, 14, 25}","{1, 18, 5, 25, 14}",325.125,6
3,325.125,"{18, 3, 5}",2,84.22442638305867,"{1, 14}","{1, 18, 3, 5, 14}",325.125,6
4,325.125,"{9, 18, 3, 5}",1,82.45630145103523,{14},"{18, 3, 5, 9, 14}",325.125,6
5,325.125,"{3, 5, 8, 9, 18}",0,80.619938699188,set(),"{18, 3, 5, 8, 9}",325.125,6
0,81.2405291493945,set(),1,82.98220963587654,{14},{14},82.98220963587654,7
1,312.16467088494545,{18},0,81.2405291493945,set(),{18},312.16467088494545,7
0,81.2405291493945,set(),2,84.76190111380572,"{1, 14}","{1, 14}",84.76190111380572,7
1,312.16467088494545,{18},1,82.98220963587654,{14},"{18, 14}",312.29356871540955,7
2,327.33333333333337,"{18, 5}",0,81.2405291493945,set(),"{18, 5}",327.33333333333337,7
0,81.2405291493945,set(),3,86.65047889800152,"{1, 14, 25}","{1, 14, 25}",86.65047889800152,7
1,312.16467088494545,{18},2,84.76190111380572,"{1, 14}","{1, 18, 14}",312.4052895292972,7
2,327.33333333333337,"{18, 5}",1,82.98220963587654,{14},"{18, 5, 14}",327.33333333333337,7
3,327.33333333333337,"{18, 3, 5}",0,81.2405291493945,set(),"{18, 3, 5}",327.33333333333337,7
0,81.2405291493945,set(),4,88.6427788565842,"{1, 23, 14, 25}","{1, 23, 14, 25}",88.6427788565842,7
1,312.16467088494545,{18},3,86.65047889800152,"{1, 14, 25}","{1, 18, 14, 25}",312.53663168663167,7
2,327.33333333333337,"{18, 5}",2,84.76190111380572,"{1, 14}","{1, 18, 5, 14}",327.33333333333337,7
3,327.33333333333337,"{18, 3, 5}",1,82.98220963587654,{14},"{18, 3, 5, 14}",327.33333333333337,7
4,327.33333333333337,"{9, 18, 3, 5}",0,81.2405291493945,set(),"{9, 18, 3, 5}",327.33333333333337,7
0,81.2405291493945,set(),5,90.74247034489558,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",90.74247034489558,7
1,312.16467088494545,{18},4,88.6427788565842,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",312.67713044465046,7
2,327.33333333333337,"{18, 5}",3,86.65047889800152,"{1, 14, 25}","{1, 18, 5, 25, 14}",327.33333333333337,7
3,327.33333333333337,"{18, 3, 5}",2,84.76190111380572,"{1, 14}","{1, 18, 3, 5, 14}",327.33333333333337,7
4,327.33333333333337,"{9, 18, 3, 5}",1,82.98220963587654,{14},"{18, 3, 5, 9, 14}",327.33333333333337,7
5,327.33333333333337,"{3, 5, 8, 9, 18}",0,81.2405291493945,set(),"{18, 3, 5, 8, 9}",327.33333333333337,7
0,80.85156136146782,set(),1,82.54981985060316,{14},{14},82.54981985060316,8
1,322.7011045768909,{18},0,80.85156136146782,set(),{18},322.7011045768909,8
0,80.85156136146782,set(),2,84.33146051016475,"{1, 14}","{1, 14}",84.33146051016475,8
1,322.7011045768909,{18},1,82.54981985060316,{14},"{18, 14}",322.7294834892926,8
2,328.0,"{18, 5}",0,80.85156136146782,set(),"{18, 5}",328.0,8
0,80.85156136146782,set(),3,86.19589825749883,"{1, 14, 25}","{1, 14, 25}",86.19589825749883,8
1,322.7011045768909,{18},2,84.33146051016475,"{1, 14}","{1, 18, 14}",322.7691273638642,8
2,328.0,"{18, 5}",1,82.54981985060316,{14},"{18, 5, 14}",328.0,8
3,328.0,"{18, 3, 5}",0,80.85156136146782,set(),"{18, 3, 5}",328.0,8
0,80.85156136146782,set(),4,88.12978103151514,"{1, 23, 14, 25}","{1, 23, 14, 25}",88.12978103151514,8
1,322.7011045768909,{18},3,86.19589825749883,"{1, 14, 25}","{1, 18, 14, 25}",322.81466326466324,8
2,328.0,"{18, 5}",2,84.33146051016475,"{1, 14}","{1, 18, 5, 14}",328.0,8
3,328.0,"{18, 3, 5}",1,82.54981985060316,{14},"{18, 3, 5, 14}",328.0,8
4,328.0,"{9, 18, 3, 5}",0,80.85156136146782,set(),"{9, 18, 3, 5}",328.0,8
0,80.85156136146782,set(),5,90.16405320593964,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",90.16405320593964,8
1,322.7011045768909,{18},4,88.12978103151514,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",322.84751616532526,8
2,328.0,"{18, 5}",3,86.19589825749883,"{1, 14, 25}","{1, 18, 5, 25, 14}",328.0,8
3,328.0,"{18, 3, 5}",2,84.33146051016475,"{1, 14}","{1, 18, 3, 5, 14}",328.0,8
4,328.0,"{9, 18, 3, 5}",1,82.54981985060316,{14},"{18, 3, 5, 9, 14}",328.0,8
5,328.0,"{3, 5, 8, 9, 18}",0,80.85156136146782,set(),"{18, 3, 5, 8, 9}",328.0,8
0,80.56981424900032,set(),1,82.26081485413738,{14},{14},82.26081485413738,9
1,325.6891304347826,{18},0,80.56981424900032,set(),{18},325.6891304347826,9
0,80.56981424900032,set(),2,84.01516689237909,"{1, 14}","{1, 14}",84.01516689237909,9
1,325.6891304347826,{18},1,82.26081485413738,{14},"{18, 14}",325.70614075087406,9
2,328.0,"{18, 5}",0,80.56981424900032,set(),"{18, 5}",328.0,9
0,80.56981424900032,set(),3,85.84895445434618,"{1, 14, 25}","{1, 14, 25}",85.84895445434618,9
1,325.6891304347826,{18},2,84.01516689237909,"{1, 14}","{1, 18, 14}",325.724025974026,9
2,328.0,"{18, 5}",1,82.26081485413738,{14},"{18, 5, 14}",328.0,9
3,328.0,"{18, 3, 5}",0,80.56981424900032,set(),"{18, 3, 5}",328.0,9
0,80.56981424900032,set(),4,87.76485953747701,"{1, 23, 14, 25}","{1, 23, 14, 25}",87.76485953747701,9
1,325.6891304347826,{18},3,85.84895445434618,"{1, 14, 25}","{1, 18, 14, 25}",325.73622784853643,9
2,328.0,"{18, 5}",2,84.01516689237909,"{1, 14}","{1, 18, 5, 14}",328.0,9
3,328.0,"{18, 3, 5}",1,82.26081485413738,{14},"{18, 3, 5, 14}",328.0,9
4,328.0,"{9, 18, 3, 5}",0,80.56981424900032,set(),"{9, 18, 3, 5}",328.0,9
0,80.56981424900032,set(),5,89.77515926202068,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",89.77515926202068,9
1,325.6891304347826,{18},4,87.76485953747701,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",325.749025974026,9
2,328.0,"{18, 5}",3,85.84895445434618,"{1, 14, 25}","{1, 18, 5, 25, 14}",328.0,9
3,328.0,"{18, 3, 5}",2,84.01516689237909,"{1, 14}","{1, 18, 3, 5, 14}",328.0,9
4,328.0,"{9, 18, 3, 5}",1,82.26081485413738,{14},"{18, 3, 5, 9, 14}",328.0,9
5,328.0,"{3, 5, 8, 9, 18}",0,80.56981424900032,set(),"{18, 3, 5, 8, 9}",328.0,9
0,80.41260884248884,set(),1,82.09256184051205,{14},{14},82.09256184051205,10
1,325.6823708206687,{18},0,80.41260884248884,set(),{18},325.6823708206687,10
0,80.41260884248884,set(),2,83.84421858257303,"{1, 14}","{1, 14}",83.84421858257303,10
1,325.6823708206687,{18},1,82.09256184051205,{14},"{18, 14}",325.6977730646872,10
2,328.0,"{18, 5}",0,80.41260884248884,set(),"{18, 5}",328.0,10
0,80.41260884248884,set(),3,85.67227076933834,"{1, 14, 25}","{1, 14, 25}",85.67227076933834,10
1,325.6823708206687,{18},2,83.84421858257303,"{1, 14}","{1, 18, 14}",325.71388888888896,10
2,328.0,"{18, 5}",1,82.09256184051205,{14},"{18, 5, 14}",328.0,10
3,328.0,"{18, 3, 5}",0,80.41260884248884,set(),"{18, 3, 5}",328.0,10
0,80.41260884248884,set(),4,87.57575576248271,"{1, 23, 14, 25}","{1, 23, 14, 25}",87.57575576248271,10
1,325.6823708206687,{18},3,85.67227076933834,"{1, 14, 25}","{1, 18, 14, 25}",325.7307692307692,10
2,328.0,"{18, 5}",2,83.84421858257303,"{1, 14}","{1, 18, 5, 14}",328.0,10
3,328.0,"{18, 3, 5}",1,82.09256184051205,{14},"{18, 3, 5, 14}",328.0,10
4,328.0,"{9, 18, 3, 5}",0,80.41260884248884,set(),"{9, 18, 3, 5}",328.0,10
0,80.41260884248884,set(),5,89.57206756707636,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",89.57206756707636,10
1,325.6823708206687,{18},4,87.57575576248271,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",325.74239713774597,10
2,328.0,"{18, 5}",3,85.67227076933834,"{1, 14, 25}","{1, 18, 5, 25, 14}",328.0,10
3,328.0,"{18, 3, 5}",2,83.84421858257303,"{1, 14}","{1, 18, 3, 5, 14}",328.0,10
4,328.0,"{9, 18, 3, 5}",1,82.09256184051205,{14},"{18, 3, 5, 9, 14}",328.0,10
5,328.0,"{3, 5, 8, 9, 18}",0,80.41260884248884,set(),"{18, 3, 5, 8, 9}",328.0,10
0,80.32454320766261,set(),1,81.99928050159318,{14},{14},81.99928050159318,11
1,326.4465579710145,{18},0,80.32454320766261,set(),{18},326.4465579710145,11
0,80.32454320766261,set(),2,83.74534241583285,"{1, 14}","{1, 14}",83.74534241583285,11
1,326.4465579710145,{18},1,81.99928050159318,{14},"{18, 14}",326.45626477541373,11
2,328.0,"{18, 5}",0,80.32454320766261,set(),"{18, 5}",328.0,11
0,80.32454320766261,set(),3,85.56738466566556,"{1, 14, 25}","{1, 14, 25}",85.56738466566556,11
1,326.4465579710145,{18},2,83.74534241583285,"{1, 14}","{1, 18, 14}",326.46640316205537,11
2,328.0,"{18, 5}",1,81.99928050159318,{14},"{18, 5, 14}",328.0,11
3,328.0,"{18, 3, 5}",0,80.32454320766261,set(),"{18, 3, 5}",328.0,11
0,80.32454320766261,set(),4,87.47047719722114,"{1, 23, 14, 25}","{1, 23, 14, 25}",87.47047719722114,11
1,326.4465579710145,{18},3,85.56738466566556,"{1, 14, 25}","{1, 18, 14, 25}",326.47700258397936,11
2,328.0,"{18, 5}",2,83.74534241583285,"{1, 14}","{1, 18, 5, 14}",328.0,11
3,328.0,"{18, 3, 5}",1,81.99928050159318,{14},"{18, 3, 5, 14}",328.0,11
4,328.0,"{9, 18, 3, 5}",0,80.32454320766261,set(),"{9, 18, 3, 5}",328.0,11
0,80.32454320766261,set(),5,89.46015130643559,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",89.46015130643559,11
1,326.4465579710145,{18},4,87.47047719722114,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",326.48809523809524,11
2,328.0,"{18, 5}",3,85.56738466566556,"{1, 14, 25}","{1, 18, 5, 25, 14}",328.0,11
3,328.0,"{18, 3, 5}",2,83.74534241583285,"{1, 14}","{1, 18, 3, 5, 14}",328.0,11
4,328.0,"{9, 18, 3, 5}",1,81.99928050159318,{14},"{18, 3, 5, 9, 14}",328.0,11
5,328.0,"{3, 5, 8, 9, 18}",0,80.32454320766261,set(),"{18, 3, 5, 8, 9}",328.0,11
0,80.33673469387783,set(),1,82.01063829787233,{14},{14},82.01063829787233,12
1,328.0,{18},0,80.33673469387783,set(),{18},328.0,12
0,80.33673469387783,set(),2,83.75578168362642,"{1, 14}","{1, 14}",83.75578168362642,12
1,328.0,{18},1,82.01063829787233,{14},"{18, 14}",328.0,12
2,328.0,"{18, 5}",0,80.33673469387783,set(),"{18, 5}",328.0,12
0,80.33673469387783,set(),3,85.57681159420272,"{1, 14, 25}","{1, 14, 25}",85.57681159420272,12
1,328.0,{18},2,83.75578168362642,"{1, 14}","{1, 18, 14}",328.0,12
2,328.0,"{18, 5}",1,82.01063829787233,{14},"{18, 5, 14}",328.0,12
3,328.0,"{18, 3, 5}",0,80.33673469387783,set(),"{18, 3, 5}",328.0,12
0,80.33673469387783,set(),4,87.47878787878764,"{1, 23, 14, 25}","{1, 23, 14, 25}",87.47878787878764,12
1,328.0,{18},3,85.57681159420272,"{1, 14, 25}","{1, 18, 14, 25}",328.0,12
2,328.0,"{18, 5}",2,83.75578168362642,"{1, 14}","{1, 18, 5, 14}",328.0,12
3,328.0,"{18, 3, 5}",1,82.01063829787233,{14},"{18, 3, 5, 14}",328.0,12
4,328.0,"{9, 18, 3, 5}",0,80.33673469387783,set(),"{9, 18, 3, 5}",328.0,12
0,80.33673469387783,set(),5,89.46723044397415,"{1, 14, 22, 23, 25}","{1, 22, 23, 25, 14}",89.46723044397415,12
1,328.0,{18},4,87.47878787878764,"{1, 23, 14, 25}","{1, 18, 23, 25, 14}",328.0,12
2,328.0,"{18, 5}",3,85.57681159420272,"{1, 14, 25}","{1, 18, 5, 25, 14}",328.0,12
3,328.0,"{18, 3, 5}",2,83.75578168362642,"{1, 14}","{1, 18, 3, 5, 14}",328.0,12
4,328.0,"{9, 18, 3, 5}",1,82.01063829787233,{14},"{18, 3, 5, 9, 14}",328.0,12
