[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
1,20.666666666666664,{27},4,21.25,"{32, 8, 35, 37}","{32, 35, 37, 8, 27}",21.25,1
2,21.25,"{41, 27}",3,20.916666666666664,"{32, 8, 35}","{32, 35, 8, 41, 27}",21.25,1
3,21.25,"{0, 41, 27}",2,20.916666666666664,"{32, 35}","{0, 32, 35, 41, 27}",21.25,1
4,21.25,"{0, 41, 27, 44}",1,20.666666666666664,{35},"{0, 35, 41, 27, 44}",21.25,1
5,21.5,"{0, 41, 44, 12, 27}",0,20.666666666666664,set(),"{0, 41, 27, 44, 12}",21.5,1
0,42.397619047619045,set(),1,42.89761904761904,{46},{46},42.89761904761904,2
1,42.397619047619045,{13},0,42.397619047619045,set(),{13},42.397619047619045,2
0,42.397619047619045,set(),2,43.23095238095238,"{34, 46}","{34, 46}",43.23095238095238,2
1,42.397619047619045,{13},1,42.89761904761904,{46},"{13, 46}",42.89761904761904,2
2,42.397619047619045,"{0, 13}",0,42.397619047619045,set(),"{0, 13}",42.397619047619045,2
0,42.397619047619045,set(),3,44.147619047619045,"{32, 34, 46}","{32, 34, 46}",44.147619047619045,2
1,42.397619047619045,{13},2,43.23095238095238,"{34, 46}","{34, 13, 46}",43.23095238095238,2
2,42.397619047619045,"{0, 13}",1,42.89761904761904,{46},"{0, 13, 46}",42.89761904761904,2
3,43.09761904761905,"{0, 24, 13}",0,42.397619047619045,set(),"{0, 24, 13}",43.09761904761905,2
0,42.397619047619045,set(),4,44.48095238095238,"{32, 34, 37, 46}","{32, 34, 37, 46}",44.48095238095238,2
1,42.397619047619045,{13},3,44.147619047619045,"{32, 34, 46}","{32, 34, 13, 46}",44.147619047619045,2
2,42.397619047619045,"{0, 13}",2,43.23095238095238,"{34, 46}","{0, 34, 13, 46}",43.23095238095238,2
3,43.09761904761905,"{0, 24, 13}",1,42.89761904761904,{46},"{0, 24, 13, 46}",43.59761904761904,2
4,44.13928571428572,"{0, 24, 13, 47}",0,42.397619047619045,set(),"{0, 24, 13, 47}",44.13928571428572,2
0,42.397619047619045,set(),5,44.73095238095238,"{32, 34, 35, 37, 46}","{32, 34, 35, 37, 46}",44.73095238095238,2
1,42.397619047619045,{13},4,44.48095238095238,"{32, 34, 37, 46}","{32, 34, 37, 13, 46}",44.48095238095238,2
2,42.397619047619045,"{0, 13}",3,44.147619047619045,"{32, 34, 46}","{0, 32, 34, 13, 46}",44.147619047619045,2
3,43.09761904761905,"{0, 24, 13}",2,43.23095238095238,"{34, 46}","{0, 34, 24, 13, 46}",43.930952380952384,2
4,44.13928571428572,"{0, 24, 13, 47}",1,42.89761904761904,{46},"{0, 24, 13, 46, 47}",44.13928571428572,2
5,45.21666666666667,"{0, 41, 13, 47, 24}",0,42.397619047619045,set(),"{0, 24, 41, 13, 47}",45.21666666666667,2
0,54.91973304473304,set(),1,54.91973304473304,{5},{5},54.91973304473304,3
1,55.16973304473304,{13},0,54.91973304473304,set(),{13},55.16973304473304,3
0,54.91973304473304,set(),2,54.91973304473304,"{1, 5}","{1, 5}",54.91973304473304,3
1,55.16973304473304,{13},1,54.91973304473304,{5},"{5, 13}",55.16973304473304,3
2,57.18044733044733,"{0, 13}",0,54.91973304473304,set(),"{0, 13}",57.18044733044733,3
0,54.91973304473304,set(),3,55.15912698412698,"{1, 5, 31}","{1, 5, 31}",55.15912698412698,3
1,55.16973304473304,{13},2,54.91973304473304,"{1, 5}","{1, 5, 13}",55.16973304473304,3
2,57.18044733044733,"{0, 13}",1,54.91973304473304,{5},"{0, 5, 13}",57.18044733044733,3
3,59.02806637806638,"{0, 24, 13}",0,54.91973304473304,set(),"{0, 24, 13}",59.02806637806638,3
0,54.91973304473304,set(),4,55.309126984126976,"{1, 20, 5, 31}","{1, 20, 5, 31}",55.309126984126976,3
1,55.16973304473304,{13},3,55.15912698412698,"{1, 5, 31}","{1, 5, 13, 31}",55.40912698412698,3
2,57.18044733044733,"{0, 13}",2,54.91973304473304,"{1, 5}","{0, 1, 5, 13}",57.18044733044733,3
3,59.02806637806638,"{0, 24, 13}",1,54.91973304473304,{5},"{0, 24, 5, 13}",59.02806637806638,3
4,59.02806637806638,"{0, 24, 13, 23}",0,54.91973304473304,set(),"{0, 24, 13, 23}",59.02806637806638,3
0,54.91973304473304,set(),5,56.1563492063492,"{1, 5, 49, 20, 31}","{1, 49, 20, 5, 31}",56.1563492063492,3
1,55.16973304473304,{13},4,55.309126984126976,"{1, 20, 5, 31}","{1, 20, 5, 13, 31}",55.559126984126976,3
2,57.18044733044733,"{0, 13}",3,55.15912698412698,"{1, 5, 31}","{0, 1, 5, 13, 31}",57.419841269841264,3
3,59.02806637806638,"{0, 24, 13}",2,54.91973304473304,"{1, 5}","{0, 1, 5, 24, 13}",59.02806637806638,3
4,59.02806637806638,"{0, 24, 13, 23}",1,54.91973304473304,{5},"{0, 5, 23, 24, 13}",59.02806637806638,3
5,62.93333333333334,"{0, 42, 13, 23, 24}",0,54.91973304473304,set(),"{0, 23, 24, 42, 13}",62.93333333333334,3
0,74.86406401812243,set(),1,77.26430104553168,{45},{45},77.26430104553168,4
1,78.19915173742066,{13},0,74.86406401812243,set(),{13},78.19915173742066,4
0,74.86406401812243,set(),2,77.45953914076979,"{5, 45}","{5, 45}",77.45953914076979,4
1,78.19915173742066,{13},1,77.26430104553168,{45},"{45, 13}",80.59938876482992,4
2,83.24867583396995,"{0, 13}",0,74.86406401812243,set(),"{0, 13}",83.24867583396995,4
0,74.86406401812243,set(),3,77.62620580743645,"{1, 5, 45}","{1, 5, 45}",77.62620580743645,4
1,78.19915173742066,{13},2,77.45953914076979,"{5, 45}","{5, 45, 13}",80.79462686006804,4
2,83.24867583396995,"{0, 13}",1,77.26430104553168,{45},"{0, 45, 13}",85.58125689669806,4
3,87.54519989814106,"{0, 24, 13}",0,74.86406401812243,set(),"{0, 24, 13}",87.54519989814106,4
0,74.86406401812243,set(),4,78.36888257511323,"{1, 5, 45, 49}","{1, 5, 45, 49}",78.36888257511323,4
1,78.19915173742066,{13},3,77.62620580743645,"{1, 5, 45}","{1, 5, 45, 13}",80.9612935267347,4
2,83.24867583396995,"{0, 13}",2,77.45953914076979,"{5, 45}","{0, 5, 45, 13}",85.77649499193618,4
3,87.54519989814106,"{0, 24, 13}",1,77.26430104553168,{45},"{0, 24, 45, 13}",89.10620278414395,4
4,88.04519989814106,"{0, 24, 13, 23}",0,74.86406401812243,set(),"{0, 24, 13, 23}",88.04519989814106,4
0,74.86406401812243,set(),5,78.74160984784051,"{1, 5, 45, 17, 49}","{1, 17, 49, 5, 45}",78.74160984784051,4
1,78.19915173742066,{13},4,78.36888257511323,"{1, 5, 45, 49}","{1, 49, 45, 5, 13}",81.70397029441149,4
2,83.24867583396995,"{0, 13}",3,77.62620580743645,"{1, 5, 45}","{0, 1, 45, 5, 13}",85.94316165860283,4
3,87.54519989814106,"{0, 24, 13}",2,77.45953914076979,"{5, 45}","{0, 45, 5, 24, 13}",89.20144087938205,4
4,88.04519989814106,"{0, 24, 13, 23}",1,77.26430104553168,{45},"{0, 45, 23, 24, 13}",89.60620278414395,4
5,93.7940476190476,"{0, 42, 13, 23, 24}",0,74.86406401812243,set(),"{0, 23, 24, 42, 13}",93.7940476190476,4
0,97.25089835250746,set(),1,100.10395504277301,{37},{37},100.10395504277301,5
1,122.3719914072855,{47},0,97.25089835250746,set(),{47},122.3719914072855,5
0,97.25089835250746,set(),2,100.27062170943967,"{4, 37}","{4, 37}",100.27062170943967,5
1,122.3719914072855,{47},1,100.10395504277301,{37},"{37, 47}",123.89256715506716,5
2,123.86225114754525,"{13, 47}",0,97.25089835250746,set(),"{13, 47}",123.86225114754525,5
0,97.25089835250746,set(),3,100.51153826414932,"{1, 4, 37}","{1, 4, 37}",100.51153826414932,5
1,122.3719914072855,{47},2,100.27062170943967,"{4, 37}","{4, 37, 47}",124.05923382173381,5
2,123.86225114754525,"{13, 47}",1,100.10395504277301,{37},"{37, 13, 47}",125.32828144078144,5
3,126.20379293908705,"{0, 13, 47}",0,97.25089835250746,set(),"{0, 13, 47}",126.20379293908705,5
0,97.25089835250746,set(),4,106.91018385376022,"{1, 45, 4, 37}","{1, 45, 4, 37}",106.91018385376022,5
1,122.3719914072855,{47},3,100.51153826414932,"{1, 4, 37}","{1, 4, 37, 47}",124.28044594294593,5
2,123.86225114754525,"{13, 47}",2,100.27062170943967,"{4, 37}","{37, 4, 13, 47}",125.4949481074481,5
3,126.20379293908705,"{0, 13, 47}",1,100.10395504277301,{37},"{0, 37, 13, 47}",127.66982323232324,5
4,128.44015657545066,"{0, 23, 13, 47}",0,97.25089835250746,set(),"{0, 23, 13, 47}",128.44015657545066,5
0,97.25089835250746,set(),5,107.18427405290761,"{1, 4, 37, 11, 45}","{1, 4, 37, 11, 45}",107.18427405290761,5
1,122.3719914072855,{47},4,106.91018385376022,"{1, 45, 4, 37}","{1, 4, 37, 45, 47}",128.5557942057942,5
2,123.86225114754525,"{13, 47}",3,100.51153826414932,"{1, 4, 37}","{1, 4, 37, 13, 47}",125.71616022866023,5
3,126.20379293908705,"{0, 13, 47}",2,100.27062170943967,"{4, 37}","{0, 4, 37, 13, 47}",127.8364898989899,5
4,128.44015657545066,"{0, 23, 13, 47}",1,100.10395504277301,{37},"{0, 37, 23, 13, 47}",129.90618686868686,5
5,128.80379293908703,"{0, 13, 47, 19, 23}",0,97.25089835250746,set(),"{0, 19, 23, 13, 47}",128.80379293908703,5
0,103.21452157990244,set(),1,104.31614493187438,{36},{36},104.31614493187438,6
1,149.58210049548723,{47},0,103.21452157990244,set(),{47},149.58210049548723,6
0,103.21452157990244,set(),2,104.86844746026387,"{36, 4}","{36, 4}",104.86844746026387,6
1,149.58210049548723,{47},1,104.31614493187438,{36},"{36, 47}",149.98210049548723,6
2,152.37947534286207,"{13, 47}",0,103.21452157990244,set(),"{13, 47}",152.37947534286207,6
0,103.21452157990244,set(),3,105.60220683936284,"{1, 36, 4}","{1, 36, 4}",105.60220683936284,6
1,149.58210049548723,{47},2,104.86844746026387,"{36, 4}","{36, 4, 47}",150.50662524609893,6
2,152.37947534286207,"{13, 47}",1,104.31614493187438,{36},"{36, 13, 47}",152.44614200952873,6
3,156.063740353214,"{0, 13, 47}",0,103.21452157990244,set(),"{0, 13, 47}",156.063740353214,6
0,103.21452157990244,set(),4,106.32804484171066,"{40, 1, 36, 4}","{40, 1, 36, 4}",106.32804484171066,6
1,149.58210049548723,{47},3,105.60220683936284,"{1, 36, 4}","{1, 36, 4, 47}",150.86787641323244,6
2,152.37947534286207,"{13, 47}",2,104.86844746026387,"{36, 4}","{4, 36, 13, 47}",152.97066676014046,6
3,156.063740353214,"{0, 13, 47}",1,104.31614493187438,{36},"{0, 36, 13, 47}",156.13040701988066,6
4,159.49842744974322,"{0, 23, 13, 47}",0,103.21452157990244,set(),"{0, 23, 13, 47}",159.49842744974322,6
0,103.21452157990244,set(),5,107.02213077541232,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",107.02213077541232,6
1,149.58210049548723,{47},4,106.32804484171066,"{40, 1, 36, 4}","{1, 36, 4, 40, 47}",151.25582180117786,6
2,152.37947534286207,"{13, 47}",3,105.60220683936284,"{1, 36, 4}","{1, 36, 4, 13, 47}",153.1992381887119,6
3,156.063740353214,"{0, 13, 47}",2,104.86844746026387,"{36, 4}","{0, 36, 4, 13, 47}",156.6351689246426,6
4,159.49842744974322,"{0, 23, 13, 47}",1,104.31614493187438,{36},"{0, 36, 23, 13, 47}",159.56509411640988,6
5,160.77009145824934,"{0, 13, 47, 19, 23}",0,103.21452157990244,set(),"{0, 19, 23, 13, 47}",160.77009145824934,6
0,107.83169672832011,set(),1,109.09964689970445,{36},{36},109.09964689970445,7
1,175.11200550657068,{44},0,107.83169672832011,set(),{44},175.11200550657068,7
0,107.83169672832011,set(),2,109.90408939954013,"{36, 4}","{36, 4}",109.90408939954013,7
1,175.11200550657068,{44},1,109.09964689970445,{36},"{44, 36}",175.5692705462627,7
2,184.94265873015874,"{44, 12}",0,107.83169672832011,set(),"{44, 12}",184.94265873015874,7
0,107.83169672832011,set(),3,110.70798932518453,"{1, 36, 4}","{1, 36, 4}",110.70798932518453,7
1,175.11200550657068,{44},2,109.90408939954013,"{36, 4}","{44, 4, 36}",175.8750980520902,7
2,184.94265873015874,"{44, 12}",1,109.09964689970445,{36},"{44, 12, 36}",185.2764373698197,7
3,186.63084554334554,"{0, 44, 12}",0,107.83169672832011,set(),"{0, 44, 12}",186.63084554334554,7
0,107.83169672832011,set(),4,111.68699794558535,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.68699794558535,7
1,175.11200550657068,{44},3,110.70798932518453,"{1, 36, 4}","{1, 44, 4, 36}",176.31218272667488,7
2,184.94265873015874,"{44, 12}",2,109.90408939954013,"{36, 4}","{4, 44, 12, 36}",185.55479234817471,7
3,186.63084554334554,"{0, 44, 12}",1,109.09964689970445,{36},"{0, 44, 12, 36}",186.9646241830065,7
4,187.27528998779,"{0, 19, 44, 12}",0,107.83169672832011,set(),"{0, 19, 44, 12}",187.27528998779,7
0,107.83169672832011,set(),5,112.82788148904069,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",112.82788148904069,7
1,175.11200550657068,{44},4,111.68699794558535,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",176.57394633286575,7
2,184.94265873015874,"{44, 12}",3,110.70798932518453,"{1, 36, 4}","{1, 36, 4, 44, 12}",185.6714590148414,7
3,186.63084554334554,"{0, 44, 12}",2,109.90408939954013,"{36, 4}","{0, 36, 4, 44, 12}",187.24297916136152,7
4,187.27528998779,"{0, 19, 44, 12}",1,109.09964689970445,{36},"{0, 19, 36, 44, 12}",187.57638888888886,7
5,187.48957570207568,"{0, 44, 12, 18, 19}",0,107.83169672832011,set(),"{0, 18, 19, 44, 12}",187.48957570207568,7
0,107.26749505329869,set(),1,108.67450611067082,{36},{36},108.67450611067082,8
1,197.29323944573946,{44},0,107.26749505329869,set(),{44},197.29323944573946,8
0,107.26749505329869,set(),2,109.53976246965352,"{36, 4}","{36, 4}",109.53976246965352,8
1,197.29323944573946,{44},1,108.67450611067082,{36},"{44, 36}",197.52096290987598,8
2,203.7529304029304,"{44, 12}",0,107.26749505329869,set(),"{44, 12}",203.7529304029304,8
0,107.26749505329869,set(),3,110.6079435337714,"{1, 36, 4}","{1, 36, 4}",110.6079435337714,8
1,197.29323944573946,{44},2,109.53976246965352,"{36, 4}","{44, 4, 36}",197.7497204647205,8
2,203.7529304029304,"{44, 12}",1,108.67450611067082,{36},"{44, 12, 36}",203.87104634495938,8
3,204.83626373626373,"{0, 44, 12}",0,107.26749505329869,set(),"{0, 44, 12}",204.83626373626373,8
0,107.26749505329869,set(),4,111.96730665871368,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.96730665871368,8
1,197.29323944573946,{44},3,110.6079435337714,"{1, 36, 4}","{1, 44, 4, 36}",198.08092821895457,8
2,203.7529304029304,"{44, 12}",2,109.53976246965352,"{36, 4}","{4, 44, 12, 36}",204.0812853812854,8
3,204.83626373626373,"{0, 44, 12}",1,108.67450611067082,{36},"{0, 44, 12, 36}",204.88070818070818,8
4,205.43626373626375,"{0, 19, 44, 12}",0,107.26749505329869,set(),"{0, 19, 44, 12}",205.43626373626375,8
0,107.26749505329869,set(),5,113.45412202233675,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",113.45412202233675,8
1,197.29323944573946,{44},4,111.96730665871368,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",198.28249144366293,8
2,203.7529304029304,"{44, 12}",3,110.6079435337714,"{1, 36, 4}","{1, 36, 4, 44, 12}",204.208485958486,8
3,204.83626373626373,"{0, 44, 12}",2,109.53976246965352,"{36, 4}","{0, 36, 4, 44, 12}",205.0711843711844,8
4,205.43626373626375,"{0, 19, 44, 12}",1,108.67450611067082,{36},"{0, 19, 36, 44, 12}",205.48070818070818,8
5,206.2695970695971,"{0, 44, 12, 18, 19}",0,107.26749505329869,set(),"{0, 18, 19, 44, 12}",206.2695970695971,8
0,106.47523814257033,set(),1,108.00299433662282,{36},{36},108.00299433662282,9
1,210.77248976513684,{44},0,106.47523814257033,set(),{44},210.77248976513684,9
0,106.47523814257033,set(),2,108.88648550466286,"{36, 4}","{36, 4}",108.88648550466286,9
1,210.77248976513684,{44},1,108.00299433662282,{36},"{44, 36}",210.8202838827839,9
2,214.1063186813187,"{44, 12}",0,106.47523814257033,set(),"{44, 12}",214.1063186813187,9
0,106.47523814257033,set(),3,110.1469579077093,"{1, 36, 4}","{1, 36, 4}",110.1469579077093,9
1,210.77248976513684,{44},2,108.88648550466286,"{36, 4}","{44, 4, 36}",210.93020451770454,9
2,214.1063186813187,"{44, 12}",1,108.00299433662282,{36},"{44, 12, 36}",214.1063186813187,9
3,214.7063186813187,"{0, 44, 12}",0,106.47523814257033,set(),"{0, 44, 12}",214.7063186813187,9
0,106.47523814257033,set(),4,111.91751330278979,"{40, 1, 36, 4}","{40, 1, 36, 4}",111.91751330278979,9
1,210.77248976513684,{44},3,110.1469579077093,"{1, 36, 4}","{1, 44, 4, 36}",211.07242979242983,9
2,214.1063186813187,"{44, 12}",2,108.88648550466286,"{36, 4}","{4, 44, 12, 36}",214.21623931623932,9
3,214.7063186813187,"{0, 44, 12}",1,108.00299433662282,{36},"{0, 44, 12, 36}",214.7063186813187,9
4,215.3063186813187,"{0, 19, 44, 12}",0,106.47523814257033,set(),"{0, 19, 44, 12}",215.3063186813187,9
0,106.47523814257033,set(),5,113.99710274388683,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",113.99710274388683,9
1,210.77248976513684,{44},4,111.91751330278979,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",211.18642234958028,9
2,214.1063186813187,"{44, 12}",3,110.1469579077093,"{1, 36, 4}","{1, 36, 4, 44, 12}",214.24004884004887,9
3,214.7063186813187,"{0, 44, 12}",2,108.88648550466286,"{36, 4}","{0, 36, 4, 44, 12}",214.7876678876679,9
4,215.3063186813187,"{0, 19, 44, 12}",1,108.00299433662282,{36},"{0, 19, 36, 44, 12}",215.3063186813187,9
5,215.3063186813187,"{0, 44, 12, 18, 19}",0,106.47523814257033,set(),"{0, 18, 19, 44, 12}",215.3063186813187,9
0,104.43712401980396,set(),1,106.16672446646062,{36},{36},106.16672446646062,10
1,220.10950854700855,{44},0,104.43712401980396,set(),{44},220.10950854700855,10
0,104.43712401980396,set(),2,107.33761746453658,"{36, 4}","{36, 4}",107.33761746453658,10
1,220.10950854700855,{44},1,106.16672446646062,{36},"{44, 36}",220.10950854700855,10
2,220.77777777777777,"{44, 12}",0,104.43712401980396,set(),"{44, 12}",220.77777777777777,10
0,104.43712401980396,set(),3,108.82226443889553,"{1, 36, 4}","{1, 36, 4}",108.82226443889553,10
1,220.10950854700855,{44},2,107.33761746453658,"{36, 4}","{44, 4, 36}",220.10950854700855,10
2,220.77777777777777,"{44, 12}",1,106.16672446646062,{36},"{44, 12, 36}",220.77777777777777,10
3,220.77777777777777,"{0, 44, 12}",0,104.43712401980396,set(),"{0, 44, 12}",220.77777777777777,10
0,104.43712401980396,set(),4,110.81240461164148,"{40, 1, 36, 4}","{40, 1, 36, 4}",110.81240461164148,10
1,220.10950854700855,{44},3,108.82226443889553,"{1, 36, 4}","{1, 44, 4, 36}",220.10950854700855,10
2,220.77777777777777,"{44, 12}",2,107.33761746453658,"{36, 4}","{4, 44, 12, 36}",220.77777777777777,10
3,220.77777777777777,"{0, 44, 12}",1,106.16672446646062,{36},"{0, 44, 12, 36}",220.77777777777777,10
4,220.77777777777777,"{0, 19, 44, 12}",0,104.43712401980396,set(),"{0, 19, 44, 12}",220.77777777777777,10
0,104.43712401980396,set(),5,113.17299548435548,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",113.17299548435548,10
1,220.10950854700855,{44},4,110.81240461164148,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",220.21843711843712,10
2,220.77777777777777,"{44, 12}",3,108.82226443889553,"{1, 36, 4}","{1, 36, 4, 44, 12}",220.77777777777777,10
3,220.77777777777777,"{0, 44, 12}",2,107.33761746453658,"{36, 4}","{0, 36, 4, 44, 12}",220.77777777777777,10
4,220.77777777777777,"{0, 19, 44, 12}",1,106.16672446646062,{36},"{0, 19, 36, 44, 12}",220.77777777777777,10
5,221.27777777777777,"{0, 44, 12, 18, 19}",0,104.43712401980396,set(),"{0, 18, 19, 44, 12}",221.27777777777777,10
0,102.22207225585376,set(),1,104.12938011299143,{36},{36},104.12938011299143,11
1,222.76724137931035,{44},0,102.22207225585376,set(),{44},222.76724137931035,11
0,102.22207225585376,set(),2,105.87431650104149,"{36, 4}","{36, 4}",105.87431650104149,11
1,222.76724137931035,{44},1,104.12938011299143,{36},"{44, 36}",222.76724137931035,11
2,223.25,"{44, 12}",0,102.22207225585376,set(),"{44, 12}",223.25,11
0,102.22207225585376,set(),3,107.6621859743022,"{1, 36, 4}","{1, 36, 4}",107.6621859743022,11
1,222.76724137931035,{44},2,105.87431650104149,"{36, 4}","{44, 4, 36}",222.86904761904762,11
2,223.25,"{44, 12}",1,104.12938011299143,{36},"{44, 12, 36}",223.25,11
3,223.25,"{0, 44, 12}",0,102.22207225585376,set(),"{0, 44, 12}",223.25,11
0,102.22207225585376,set(),4,109.80779612491546,"{40, 1, 36, 4}","{40, 1, 36, 4}",109.80779612491546,11
1,222.76724137931035,{44},3,107.6621859743022,"{1, 36, 4}","{1, 44, 4, 36}",222.88888888888889,11
2,223.25,"{44, 12}",2,105.87431650104149,"{36, 4}","{4, 44, 12, 36}",223.33333333333334,11
3,223.25,"{0, 44, 12}",1,104.12938011299143,{36},"{0, 44, 12, 36}",223.25,11
4,223.25,"{0, 19, 44, 12}",0,102.22207225585376,set(),"{0, 19, 44, 12}",223.25,11
0,102.22207225585376,set(),5,112.24817693794859,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",112.24817693794859,11
1,222.76724137931035,{44},4,109.80779612491546,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",222.91025641025644,11
2,223.25,"{44, 12}",3,107.6621859743022,"{1, 36, 4}","{1, 36, 4, 44, 12}",223.33333333333334,11
3,223.25,"{0, 44, 12}",2,105.87431650104149,"{36, 4}","{0, 36, 4, 44, 12}",223.33333333333334,11
4,223.25,"{0, 19, 44, 12}",1,104.12938011299143,{36},"{0, 19, 36, 44, 12}",223.25,11
5,223.25,"{0, 44, 12, 18, 19}",0,102.22207225585376,set(),"{0, 18, 19, 44, 12}",223.25,11
0,99.81080216190242,set(),1,101.7696947566318,{36},{36},101.7696947566318,12
1,224.0,{44},0,99.81080216190242,set(),{44},224.0,12
0,99.81080216190242,set(),2,103.59521919565957,"{36, 4}","{36, 4}",103.59521919565957,12
1,224.0,{44},1,101.7696947566318,{36},"{44, 36}",224.0,12
2,224.0,"{44, 12}",0,99.81080216190242,set(),"{44, 12}",224.0,12
0,99.81080216190242,set(),3,105.59281992448746,"{1, 36, 4}","{1, 36, 4}",105.59281992448746,12
1,224.0,{44},2,103.59521919565957,"{36, 4}","{44, 4, 36}",224.0,12
2,224.0,"{44, 12}",1,101.7696947566318,{36},"{44, 12, 36}",224.0,12
3,224.0,"{0, 44, 12}",0,99.81080216190242,set(),"{0, 44, 12}",224.0,12
0,99.81080216190242,set(),4,107.82632154161318,"{40, 1, 36, 4}","{40, 1, 36, 4}",107.82632154161318,12
1,224.0,{44},3,105.59281992448746,"{1, 36, 4}","{1, 44, 4, 36}",224.0,12
2,224.0,"{44, 12}",2,103.59521919565957,"{36, 4}","{4, 44, 12, 36}",224.0,12
3,224.0,"{0, 44, 12}",1,101.7696947566318,{36},"{0, 44, 12, 36}",224.0,12
4,224.0,"{0, 19, 44, 12}",0,99.81080216190242,set(),"{0, 19, 44, 12}",224.0,12
0,99.81080216190242,set(),5,110.30371599348346,"{1, 36, 4, 40, 11}","{1, 36, 4, 40, 11}",110.30371599348346,12
1,224.0,{44},4,107.82632154161318,"{40, 1, 36, 4}","{1, 36, 4, 40, 44}",224.0,12
2,224.0,"{44, 12}",3,105.59281992448746,"{1, 36, 4}","{1, 36, 4, 44, 12}",224.0,12
3,224.0,"{0, 44, 12}",2,103.59521919565957,"{36, 4}","{0, 36, 4, 44, 12}",224.0,12
4,224.0,"{0, 19, 44, 12}",1,101.7696947566318,{36},"{0, 19, 36, 44, 12}",224.0,12
5,224.0,"{0, 44, 12, 18, 19}",0,99.81080216190242,set(),"{0, 18, 19, 44, 12}",224.0,12
