[k](T+),F(S+),S+,[K-k](T-),F(S-),S-,S+ U S-,F(S+ U S-),graphid
6,138.5,"{0, 2, 38, 39, 6, 9}",0,107.0,set(),"{0, 2, 38, 39, 6, 9}",138.5,1
0,100.3333333333334,set(),0,100.3333333333334,set(),set(),100.3333333333334,2
0,100.3333333333334,set(),2,120.33333333333346,"{17, 10}","{17, 10}",120.33333333333346,2
1,116.66666666666673,{38},1,109.83333333333343,{10},"{10, 38}",122.83333333333339,2
2,132.0,"{2, 38}",0,100.3333333333334,set(),"{2, 38}",132.0,2
0,100.3333333333334,set(),4,135.33333333333337,"{11, 17, 10, 3}","{11, 17, 10, 3}",135.33333333333337,2
1,116.66666666666673,{38},3,129.66666666666674,"{17, 10, 3}","{17, 10, 3, 38}",136.50000000000003,2
2,132.0,"{2, 38}",2,120.33333333333346,"{17, 10}","{17, 2, 10, 38}",143.66666666666666,2
3,141.66666666666669,"{2, 38, 6}",1,109.83333333333343,{10},"{2, 10, 38, 6}",145.49999999999997,2
4,148.33333333333334,"{0, 2, 38, 6}",0,100.3333333333334,set(),"{0, 2, 38, 6}",148.33333333333334,2
0,100.3333333333334,set(),6,144.49999999999997,"{3, 4, 37, 10, 11, 17}","{17, 3, 4, 37, 10, 11}",144.49999999999997,2
1,116.66666666666673,{38},5,140.33333333333334,"{3, 37, 10, 11, 17}","{17, 3, 37, 38, 10, 11}",143.83333333333331,2
2,132.0,"{2, 38}",4,135.33333333333337,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",149.16666666666666,2
3,141.66666666666669,"{2, 38, 6}",3,129.66666666666674,"{17, 10, 3}","{17, 2, 3, 38, 6, 10}",152.99999999999994,2
4,148.33333333333334,"{0, 2, 38, 6}",2,120.33333333333346,"{17, 10}","{0, 17, 2, 38, 6, 10}",156.49999999999997,2
5,153.0,"{0, 2, 38, 6, 28}",1,109.83333333333343,{10},"{0, 2, 38, 6, 10, 28}",156.0,2
6,157.33333333333337,"{0, 2, 38, 6, 24, 28}",0,100.3333333333334,set(),"{0, 2, 38, 6, 24, 28}",157.33333333333337,2
0,103.75,set(),0,103.75,set(),set(),103.75,3
0,103.75,set(),2,123.83333333333339,"{10, 3}","{10, 3}",123.83333333333339,3
1,125.0,{2},1,113.9166666666667,{3},"{2, 3}",132.00000000000003,3
2,144.0,"{2, 38}",0,103.75,set(),"{2, 38}",144.0,3
0,103.75,set(),4,141.16666666666669,"{11, 17, 10, 3}","{11, 17, 10, 3}",141.16666666666669,3
1,125.0,{2},3,134.1666666666667,"{17, 10, 3}","{3, 17, 2, 10}",146.33333333333334,3
2,144.0,"{2, 38}",2,123.83333333333339,"{10, 3}","{3, 2, 10, 38}",150.5,3
3,154.75,"{0, 2, 38}",1,113.9166666666667,{3},"{0, 2, 3, 38}",156.33333333333331,3
4,162.5,"{0, 2, 38, 6}",0,103.75,set(),"{0, 2, 38, 6}",162.5,3
0,103.75,set(),6,151.00000000000003,"{3, 37, 10, 11, 17, 29}","{17, 3, 37, 10, 11, 29}",151.00000000000003,3
1,125.0,{2},5,146.25,"{3, 37, 10, 11, 17}","{17, 2, 3, 37, 10, 11}",156.08333333333334,3
2,144.0,"{2, 38}",4,141.16666666666669,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",160.16666666666666,3
3,154.75,"{0, 2, 38}",3,134.1666666666667,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",164.49999999999997,3
4,162.5,"{0, 2, 38, 6}",2,123.83333333333339,"{10, 3}","{0, 2, 3, 38, 6, 10}",166.58333333333331,3
5,170.0,"{0, 2, 38, 6, 28}",1,113.9166666666667,{3},"{0, 2, 3, 38, 6, 28}",170.75,3
6,174.75,"{0, 2, 38, 6, 9, 28}",0,103.75,set(),"{0, 2, 38, 6, 9, 28}",174.75,3
0,106.39999999999993,set(),0,106.39999999999993,set(),set(),106.39999999999993,4
0,106.39999999999993,set(),2,126.7833333333333,"{10, 3}","{10, 3}",126.7833333333333,4
1,132.39999999999998,{38},1,115.94999999999995,{3},"{3, 38}",136.85000000000002,4
2,155.4000000000001,"{2, 38}",0,106.39999999999993,set(),"{2, 38}",155.4000000000001,4
0,106.39999999999993,set(),4,142.93333333333334,"{11, 17, 10, 3}","{11, 17, 10, 3}",142.93333333333334,4
1,132.39999999999998,{38},3,135.45,"{17, 10, 3}","{17, 10, 3, 38}",150.78333333333336,4
2,155.4000000000001,"{2, 38}",2,126.7833333333333,"{10, 3}","{3, 2, 10, 38}",161.23333333333338,4
3,168.00000000000009,"{0, 2, 38}",1,115.94999999999995,{3},"{0, 2, 3, 38}",168.75000000000009,4
4,175.80000000000007,"{0, 2, 28, 38}",0,106.39999999999993,set(),"{0, 2, 28, 38}",175.80000000000007,4
0,106.39999999999993,set(),6,153.18333333333337,"{3, 37, 10, 11, 17, 29}","{17, 3, 37, 10, 11, 29}",153.18333333333337,4
1,132.39999999999998,{38},5,148.05,"{3, 37, 10, 11, 17}","{17, 3, 37, 38, 10, 11}",156.8,4
2,155.4000000000001,"{2, 38}",4,142.93333333333334,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",168.65,4
3,168.00000000000009,"{0, 2, 38}",3,135.45,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",174.55,4
4,175.80000000000007,"{0, 2, 28, 38}",2,126.7833333333333,"{10, 3}","{0, 2, 3, 38, 10, 28}",178.26666666666674,4
5,181.60000000000005,"{0, 2, 38, 6, 28}",1,115.94999999999995,{3},"{0, 2, 3, 38, 6, 28}",182.00000000000003,4
6,186.20000000000005,"{0, 2, 38, 6, 9, 28}",0,106.39999999999993,set(),"{0, 2, 38, 6, 9, 28}",186.20000000000005,4
0,104.83333333333341,set(),0,104.83333333333341,set(),set(),104.83333333333341,5
0,104.83333333333341,set(),2,123.53333333333329,"{10, 3}","{10, 3}",123.53333333333329,5
1,138.16666666666663,{2},1,113.73333333333333,{10},"{2, 10}",143.3,5
2,164.33333333333331,"{2, 38}",0,104.83333333333341,set(),"{2, 38}",164.33333333333331,5
0,104.83333333333341,set(),4,139.69999999999993,"{11, 17, 10, 3}","{11, 17, 10, 3}",139.69999999999993,5
1,138.16666666666663,{2},3,132.11666666666662,"{17, 10, 3}","{3, 17, 2, 10}",153.99999999999997,5
2,164.33333333333331,"{2, 38}",2,123.53333333333329,"{10, 3}","{3, 2, 10, 38}",168.45,5
3,175.66666666666666,"{0, 2, 38}",1,113.73333333333333,{10},"{0, 2, 10, 38}",177.23333333333335,5
4,183.66666666666663,"{0, 2, 28, 38}",0,104.83333333333341,set(),"{0, 2, 28, 38}",183.66666666666663,5
0,104.83333333333341,set(),6,149.83333333333337,"{3, 37, 10, 11, 17, 29}","{17, 3, 37, 10, 11, 29}",149.83333333333337,5
1,138.16666666666663,{2},5,144.61666666666665,"{3, 37, 10, 11, 17}","{17, 2, 3, 37, 10, 11}",163.31666666666663,5
2,164.33333333333331,"{2, 38}",4,139.69999999999993,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",174.36666666666665,5
3,175.66666666666666,"{0, 2, 38}",3,132.11666666666662,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",180.08333333333334,5
4,183.66666666666663,"{0, 2, 28, 38}",2,123.53333333333329,"{10, 3}","{0, 2, 3, 38, 10, 28}",185.03333333333336,5
5,189.3333333333333,"{0, 2, 38, 6, 28}",1,113.73333333333333,{10},"{0, 2, 38, 6, 10, 28}",190.06666666666666,5
6,193.83333333333331,"{0, 2, 38, 6, 9, 28}",0,104.83333333333341,set(),"{0, 2, 38, 6, 9, 28}",193.83333333333331,5
0,107.28571428571425,set(),0,107.28571428571425,set(),set(),107.28571428571425,6
0,107.28571428571425,set(),2,125.31428571428563,"{10, 3}","{10, 3}",125.31428571428563,6
1,144.4285714285715,{2},1,116.16666666666657,{10},"{2, 10}",149.21428571428575,6
2,172.00000000000003,"{2, 38}",0,107.28571428571425,set(),"{2, 38}",172.00000000000003,6
0,107.28571428571425,set(),4,140.5261904761905,"{11, 17, 10, 3}","{11, 17, 10, 3}",140.5261904761905,6
1,144.4285714285715,{2},3,133.34047619047615,"{17, 10, 3}","{3, 17, 2, 10}",158.51904761904765,6
2,172.00000000000003,"{2, 38}",2,125.31428571428563,"{10, 3}","{3, 2, 10, 38}",175.01904761904763,6
3,182.85714285714283,"{0, 2, 38}",1,116.16666666666657,{10},"{0, 2, 10, 38}",184.0714285714286,6
4,191.42857142857144,"{0, 2, 28, 38}",0,107.28571428571425,set(),"{0, 2, 28, 38}",191.42857142857144,6
0,107.28571428571425,set(),6,150.7238095238096,"{3, 37, 10, 11, 17, 29}","{17, 3, 37, 10, 11, 29}",150.7238095238096,6
1,144.4285714285715,{2},5,145.30952380952385,"{3, 10, 11, 17, 29}","{17, 2, 3, 10, 11, 29}",165.83095238095243,6
2,172.00000000000003,"{2, 38}",4,140.5261904761905,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",179.57857142857142,6
3,182.85714285714283,"{0, 2, 38}",3,133.34047619047615,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",186.03095238095236,6
4,191.42857142857144,"{0, 2, 28, 38}",2,125.31428571428563,"{10, 3}","{0, 2, 3, 38, 10, 28}",192.40952380952385,6
5,197.71428571428575,"{0, 2, 38, 6, 28}",1,116.16666666666657,{10},"{0, 2, 38, 6, 10, 28}",198.02380952380955,6
6,201.42857142857144,"{0, 2, 38, 6, 9, 28}",0,107.28571428571425,set(),"{0, 2, 38, 6, 9, 28}",201.42857142857144,6
0,107.75,set(),0,107.75,set(),set(),107.75,7
0,107.75,set(),2,124.7083333333333,"{10, 3}","{10, 3}",124.7083333333333,7
1,151.25,{2},1,116.03571428571422,{10},"{2, 10}",155.21428571428572,7
2,178.5,"{2, 38}",0,107.75,set(),"{2, 38}",178.5,7
0,107.75,set(),4,139.1773809523809,"{11, 17, 10, 3}","{11, 17, 10, 3}",139.1773809523809,7
1,151.25,{2},3,132.02142857142852,"{17, 10, 3}","{3, 17, 2, 10}",163.08452380952383,7
2,178.5,"{2, 38}",2,124.7083333333333,"{10, 3}","{3, 2, 10, 38}",180.87500000000006,7
3,188.25,"{0, 2, 38}",1,116.03571428571422,{10},"{0, 2, 10, 38}",189.1428571428571,7
4,195.875,"{0, 2, 28, 38}",0,107.75,set(),"{0, 2, 28, 38}",195.875,7
0,107.75,set(),6,149.07023809523807,"{3, 37, 10, 11, 17, 29}","{17, 3, 37, 10, 11, 29}",149.07023809523807,7
1,151.25,{2},5,143.9321428571428,"{3, 37, 10, 11, 17}","{17, 2, 3, 37, 10, 11}",170.4619047619048,7
2,178.5,"{2, 38}",4,139.1773809523809,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",184.85714285714286,7
3,188.25,"{0, 2, 38}",3,132.02142857142852,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",190.76547619047622,7
4,195.875,"{0, 2, 28, 38}",2,124.7083333333333,"{10, 3}","{0, 2, 3, 38, 10, 28}",196.41666666666666,7
5,200.75,"{0, 2, 38, 6, 28}",1,116.03571428571422,{10},"{0, 2, 38, 6, 10, 28}",200.85714285714286,7
6,204.125,"{0, 2, 38, 6, 21, 28}",0,107.75,set(),"{0, 2, 21, 38, 6, 28}",204.125,7
0,108.8888888888889,set(),0,108.8888888888889,set(),set(),108.8888888888889,8
0,108.8888888888889,set(),2,124.98015873015869,"{10, 3}","{10, 3}",124.98015873015869,8
1,157.88888888888889,{38},1,116.65277777777776,{10},"{10, 38}",161.08333333333331,8
2,185.11111111111114,"{2, 38}",0,108.8888888888889,set(),"{2, 38}",185.11111111111114,8
0,108.8888888888889,set(),4,139.51031746031742,"{11, 17, 10, 3}","{11, 17, 10, 3}",139.51031746031742,8
1,157.88888888888889,{38},3,132.0892857142857,"{17, 10, 3}","{17, 10, 3, 38}",166.64484126984127,8
2,185.11111111111114,"{2, 38}",2,124.98015873015869,"{10, 3}","{3, 2, 10, 38}",186.9623015873016,8
3,194.22222222222226,"{0, 2, 38}",1,116.65277777777776,{10},"{0, 2, 10, 38}",194.80555555555557,8
4,199.22222222222223,"{0, 2, 28, 38}",0,108.8888888888889,set(),"{0, 2, 28, 38}",199.22222222222223,8
0,108.8888888888889,set(),6,149.76865079365083,"{3, 35, 10, 11, 17, 29}","{17, 3, 35, 10, 11, 29}",149.76865079365083,8
1,157.88888888888889,{38},5,144.95158730158735,"{3, 35, 10, 11, 17}","{17, 3, 35, 38, 10, 11}",172.11825396825404,8
2,185.11111111111114,"{2, 38}",4,139.51031746031742,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",190.06626984126987,8
3,194.22222222222226,"{0, 2, 38}",3,132.0892857142857,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",195.81349206349202,8
4,199.22222222222223,"{0, 2, 28, 38}",2,124.98015873015869,"{10, 3}","{0, 2, 3, 38, 10, 28}",199.64682539682542,8
5,203.11111111111111,"{0, 2, 38, 24, 28}",1,116.65277777777776,{10},"{0, 2, 38, 24, 10, 28}",203.375,8
6,205.44444444444446,"{0, 2, 38, 6, 24, 28}",0,108.8888888888889,set(),"{0, 2, 38, 6, 24, 28}",205.44444444444446,8
0,108.59999999999997,set(),0,108.59999999999997,set(),set(),108.59999999999997,9
0,108.59999999999997,set(),2,124.23055555555553,"{10, 3}","{10, 3}",124.23055555555553,9
1,162.40000000000003,{38},1,116.1555555555556,{10},"{10, 38}",164.9,9
2,189.8,"{2, 38}",0,108.59999999999997,set(),"{2, 38}",189.8,9
0,108.59999999999997,set(),4,138.48650793650788,"{11, 17, 10, 3}","{11, 17, 10, 3}",138.48650793650788,9
1,162.40000000000003,{38},3,131.2083333333333,"{17, 10, 3}","{17, 10, 3, 38}",169.48055555555553,9
2,189.8,"{2, 38}",2,124.23055555555553,"{10, 3}","{3, 2, 10, 38}",191.14722222222218,9
3,198.2,"{0, 2, 38}",1,116.1555555555556,{10},"{0, 2, 10, 38}",198.63333333333335,9
4,202.2,"{0, 2, 28, 38}",0,108.59999999999997,set(),"{0, 2, 28, 38}",202.2,9
0,108.59999999999997,set(),6,149.3884920634921,"{3, 35, 10, 11, 17, 29}","{17, 3, 35, 10, 11, 29}",149.3884920634921,9
1,162.40000000000003,{38},5,144.3861111111111,"{3, 35, 10, 11, 17}","{17, 3, 35, 38, 10, 11}",174.55912698412698,9
2,189.8,"{2, 38}",4,138.48650793650788,"{11, 17, 10, 3}","{17, 2, 3, 38, 10, 11}",193.61468253968246,9
3,198.2,"{0, 2, 38}",3,131.2083333333333,"{17, 10, 3}","{0, 17, 2, 3, 38, 10}",199.2761904761905,9
4,202.2,"{0, 2, 28, 38}",2,124.23055555555553,"{10, 3}","{0, 2, 3, 38, 10, 28}",202.41111111111113,9
5,204.9,"{0, 2, 38, 24, 28}",1,116.1555555555556,{10},"{0, 2, 38, 24, 10, 28}",205.0,9
6,206.0,"{0, 2, 38, 6, 24, 28}",0,108.59999999999997,set(),"{0, 2, 38, 6, 24, 28}",206.0,9
